Company,Plant,Location,Company Profit,Plant Profit,Benchmark Profit,Capacity,MC,Bid,Market Price,Output,FC,Carbon,Period,Load,Elasticity
Big_Gas,ENCINA,South,65850,20875,6625,950,29,29,51.5,950,500,323,4,6709,-2
Big_Gas,KEARNY,South,65850,0,0,200,62.5,62.5,51.5,0,0,0,4,6709,-2
Big_Gas,LONG_BEACH,South,65850,7750,-500,550,36.5,36.5,51.5,550,500,231,4,6709,-2
Big_Gas,NORTH_ISLAND,South,65850,900,0,150,45.5,45.5,51.5,150,0,80,4,6709,-2
Big_Gas,SOUTH_BAY,South,65850,14200,3700,700,30.5,30.5,51.5,700,500,245,4,6709,-2
East_Bay,CONTRA_COSTA_4-5,North,35200,-250,-250,150,40.5,468.14,51.5,0,250,0,4,6709,-2
East_Bay,CONTRA_COSTA_6-7,North,35200,15300,4800,700,27.5,27.5,51.5,700,1500,224,4,6709,-2
East_Bay,PITTSBURGH_1-4,North,35200,14325,4575,650,28.5,28.5,51.5,650,625,214,4,6709,-2
East_Bay,PITTSBURGH_5-6,North,35200,-625,6525,650,25.5,389.96,51.5,0,625,0,4,6709,-2
East_Bay,PITTSBURGH_7,North,35200,6000,-1000,700,41.5,41.5,51.5,700,1000,336,4,6709,-2
East_Bay,POTRERO_HILL,North,35200,450,0,150,48.5,48.5,51.5,150,0,85,4,6709,-2
Bay_Views,MORRO_BAY_1-2,North,19997.5,7707.5,2682.5,335,27,39,51.5,335,500,104,4,6709,-2
Bay_Views,MORRO_BAY_3-4,North,19997.5,16290,6315,665,25.5,40,51.5,665,1000,193,4,6709,-2
Bay_Views,MOSS_LANDING_6,North,19997.5,-2000,8125,750,23,77,51.5,0,2000,0,4,6709,-2
Bay_Views,MOSS_LANDING_7,North,19997.5,-2000,8125,750,23,75,51.5,0,2000,0,4,6709,-2
Bay_Views,OAKLAND,North,19997.5,0,0,150,42.5,57,51.5,0,0,0,4,6709,-2
Fossil_Light,DIABLO_CANYON_1,North,33372,13790,10500,1000,11.5,11.5,30.29,1000,5000,0,1,4020,-2.54
Fossil_Light,HELMS,North,33372,20082,17450,800,0.5,0.5,30.29,800,3750,0,1,4020,-2.54
Fossil_Light,HUMBOLDT,North,33372,0,0,150,33,33,30.29,0,0,0,1,4020,-2.54
Fossil_Light,HUNTERS_POINT_1-2,North,33372,-250,-250,150,34.5,34.5,30.29,0,250,0,1,4020,-2.54
Fossil_Light,HUNTERS_POINT_4,North,33372,-250,-250,250,53,53,30.29,0,250,0,1,4020,-2.54
Old_Timers,BIG_CREEK,South,31691.89,26540,24750,1000,0,13.51,30.29,1000,3750,0,1,4020,-2.54
Old_Timers,HIGHGROVE,South,31691.89,0,0,150,34.5,90.69,30.29,0,0,0,1,4020,-2.54
Old_Timers,MOHAVE_1,South,31691.89,809.39,3000,750,19.5,30.29,30.29,423,3750,199,1,4020,-2.54
Old_Timers,MOHAVE_2,South,31691.89,4342.5,3000,750,19.5,19.5,30.29,750,3750,352,1,4020,-2.54
Old_Timers,SAN_BERNADINO,South,31691.89,0,0,100,37.5,37.5,30.29,0,0,0,1,4020,-2.54
East_Bay,CONTRA_COSTA_4-5,North,2230,-250,-250,150,40.5,40.5,30.29,0,250,0,1,4020,-2.54
East_Bay,CONTRA_COSTA_6-7,North,2230,453,-1500,700,27.5,27.5,30.29,700,1500,224,1,4020,-2.54
East_Bay,PITTSBURGH_1-4,North,2230,538.5,-625,650,28.5,28.5,30.29,650,625,214,1,4020,-2.54
East_Bay,PITTSBURGH_5-6,North,2230,2488.5,350,650,25.5,25.5,30.29,650,625,188,1,4020,-2.54
East_Bay,PITTSBURGH_7,North,2230,-1000,-1000,700,41.5,41.5,30.29,0,1000,0,1,4020,-2.54
East_Bay,POTRERO_HILL,North,2230,0,0,150,48.5,48.5,30.29,0,0,0,1,4020,-2.54
Beachfront,COOLWATER,South,-93.5,13.5,-500,650,29.5,30,30.29,650,500,221,1,4020,-2.54
Beachfront,ELLWOOD,South,-93.5,0,0,300,52.5,500,30.29,0,0,0,1,4020,-2.54
Beachfront,ETIWANDA_1-4,South,-93.5,-2000,-2000,850,30,500,30.29,0,2000,0,1,4020,-2.54
Beachfront,ETIWANDA_5,South,-93.5,-250,-250,150,44,500,30.29,0,250,0,1,4020,-2.54
Beachfront,MANDALAY_1-2,South,-93.5,587,50,300,27.5,25,30.29,300,250,93,1,4020,-2.54
Beachfront,MANDALAY_3,South,-93.5,-250,-250,150,36.5,500,30.29,0,250,0,1,4020,-2.54
Beachfront,ORMOND_BEACH_1,South,-93.5,903,-350,700,26.5,28,30.29,700,1750,217,1,4020,-2.54
Beachfront,ORMOND_BEACH_2,South,-93.5,903,-350,700,26.5,28,30.29,700,1750,217,1,4020,-2.54
Big_Gas,EL_SEGUNDO_1-2,South,-774.5,-250,-250,400,31.5,126,30.29,0,250,0,1,4020,-2.54
Big_Gas,EL_SEGUNDO_3-4,South,-774.5,-250,-250,650,29,73.71,30.29,0,250,0,1,4020,-2.54
Big_Gas,ENCINA,South,-774.5,725.5,-500,950,29,29,30.29,950,500,323,1,4020,-2.54
Big_Gas,KEARNY,South,-774.5,0,0,200,62.5,62.5,30.29,0,0,0,1,4020,-2.54
Big_Gas,LONG_BEACH,South,-774.5,-500,-500,550,36.5,36.5,30.29,0,500,0,1,4020,-2.54
Big_Gas,NORTH_ISLAND,South,-774.5,0,0,150,45.5,45.5,30.29,0,0,0,1,4020,-2.54
Big_Gas,SOUTH_BAY,South,-774.5,-500,-500,700,30.5,30.5,30.29,0,500,0,1,4020,-2.54
Big_Coal,ALAMITOS_7,South,-3436,0,0,250,51.5,398.45,30.29,0,0,0,1,4020,-2.54
Big_Coal,FOUR_CORNERS,South,-3436,-2000,16050,1900,19,114.9,30.29,0,2000,0,1,4020,-2.54
Big_Coal,HUNTINGTON_BEACH_1-2,South,-3436,37,-500,300,28.5,28.5,30.29,300,500,96,1,4020,-2.54
Big_Coal,HUNTINGTON_BEACH_5,South,-3436,-500,-500,150,46.5,46.5,30.29,0,500,0,1,4020,-2.54
Big_Coal,REDONDO_5-6,South,-3436,-473.5,-750,350,29.5,29.5,30.29,350,750,116,1,4020,-2.54
Big_Coal,REDONDO_7-8,South,-3436,-499.5,-1250,950,29.5,29.5,30.29,950,1250,314,1,4020,-2.54
Bay_Views,MORRO_BAY_1-2,North,-5500,-500,-500,335,27,500,30.29,0,500,0,1,4020,-2.54
Bay_Views,MORRO_BAY_3-4,North,-5500,-1000,-2.5,665,25.5,500,30.29,0,1000,0,1,4020,-2.54
Bay_Views,MOSS_LANDING_6,North,-5500,-2000,1000,750,23,500,30.29,0,2000,0,1,4020,-2.54
Bay_Views,MOSS_LANDING_7,North,-5500,-2000,1000,750,23,500,30.29,0,2000,0,1,4020,-2.54
Bay_Views,OAKLAND,North,-5500,0,0,150,42.5,500,30.29,0,0,0,1,4020,-2.54
Fossil_Light,DIABLO_CANYON_1,North,28350,11000,11000,1000,11.5,12.71,27.5,1000,5000,0,1,4020,-2.54
Fossil_Light,HELMS,North,28350,17850,17850,800,0.5,9.31,27.5,800,3750,0,1,4020,-2.54
Fossil_Light,HUMBOLDT,North,28350,0,0,150,33,33,27.5,0,0,0,1,4020,-2.54
Fossil_Light,HUNTERS_POINT_1-2,North,28350,-250,-250,150,34.5,35.14,27.5,0,250,0,1,4020,-2.54
Fossil_Light,HUNTERS_POINT_4,North,28350,-250,-250,250,53,58.07,27.5,0,250,0,1,4020,-2.54
Old_Timers,BIG_CREEK,South,28250,23750,23750,1000,0,0,27.5,1000,3750,0,1,4020,-2.54
Old_Timers,HIGHGROVE,South,28250,0,0,150,34.5,34.5,27.5,0,0,0,1,4020,-2.54
Old_Timers,MOHAVE_1,South,28250,2250,2250,750,19.5,19.5,27.5,750,3750,352,1,4020,-2.54
Old_Timers,MOHAVE_2,South,28250,2250,2250,750,19.5,19.5,27.5,750,3750,352,1,4020,-2.54
Old_Timers,SAN_BERNADINO,South,28250,0,0,100,37.5,37.5,27.5,0,0,0,1,4020,-2.54
Big_Coal,ALAMITOS_7,South,11150,0,0,250,51.5,51.5,27.5,0,0,0,1,4020,-2.54
Big_Coal,FOUR_CORNERS,South,11150,14150,14150,1900,19,19,27.5,1900,2000,1045,1,4020,-2.54
Big_Coal,HUNTINGTON_BEACH_1-2,South,11150,-500,-500,300,28.5,28.5,27.5,0,500,0,1,4020,-2.54
Big_Coal,HUNTINGTON_BEACH_5,South,11150,-500,-500,150,46.5,46.5,27.5,0,500,0,1,4020,-2.54
Big_Coal,REDONDO_5-6,South,11150,-750,-750,350,29.5,29.5,27.5,0,750,0,1,4020,-2.54
Big_Coal,REDONDO_7-8,South,11150,-1250,-1250,950,29.5,29.5,27.5,0,1250,0,1,4020,-2.54
Bay_Views,MORRO_BAY_1-2,North,2747.5,-332.5,-332.5,335,27,27,27.5,335,500,104,1,4020,-2.54
Bay_Views,MORRO_BAY_3-4,North,2747.5,330,330,665,25.5,25.5,27.5,665,1000,193,1,4020,-2.54
Bay_Views,MOSS_LANDING_6,North,2747.5,1375,1375,750,23,23,27.5,750,2000,188,1,4020,-2.54
Bay_Views,MOSS_LANDING_7,North,2747.5,1375,1375,750,23,23,27.5,750,2000,188,1,4020,-2.54
Bay_Views,OAKLAND,North,2747.5,0,0,150,42.5,42.5,27.5,0,0,0,1,4020,-2.54
Big_Gas,EL_SEGUNDO_1-2,South,-2000,-250,-250,400,31.5,31.5,27.5,0,250,0,1,4020,-2.54
Big_Gas,EL_SEGUNDO_3-4,South,-2000,-250,-250,650,29,29,27.5,0,250,0,1,4020,-2.54
Big_Gas,ENCINA,South,-2000,-500,-500,950,29,29,27.5,0,500,0,1,4020,-2.54
Big_Gas,KEARNY,South,-2000,0,0,200,62.5,62.5,27.5,0,0,0,1,4020,-2.54
Big_Gas,LONG_BEACH,South,-2000,-500,-500,550,36.5,36.5,27.5,0,500,0,1,4020,-2.54
Big_Gas,NORTH_ISLAND,South,-2000,0,0,150,45.5,45.5,27.5,0,0,0,1,4020,-2.54
Big_Gas,SOUTH_BAY,South,-2000,-500,-500,700,30.5,30.5,27.5,0,500,0,1,4020,-2.54
East_Bay,CONTRA_COSTA_4-5,North,-2700,-250,-250,150,40.5,40.5,27.5,0,250,0,1,4020,-2.54
East_Bay,CONTRA_COSTA_6-7,North,-2700,-1500,-1500,700,27.5,27.5,27.5,125,1500,40,1,4020,-2.54
East_Bay,PITTSBURGH_1-4,North,-2700,-625,-625,650,28.5,28.5,27.5,0,625,0,1,4020,-2.54
East_Bay,PITTSBURGH_5-6,North,-2700,675,675,650,25.5,25.5,27.5,650,625,188,1,4020,-2.54
East_Bay,PITTSBURGH_7,North,-2700,-1000,-1000,700,41.5,41.5,27.5,0,1000,0,1,4020,-2.54
East_Bay,POTRERO_HILL,North,-2700,0,0,150,48.5,48.5,27.5,0,0,0,1,4020,-2.54
Beachfront,COOLWATER,South,-5350,-500,-500,650,29.5,29.5,27.5,0,500,0,1,4020,-2.54
Beachfront,ELLWOOD,South,-5350,0,0,300,52.5,52.5,27.5,0,0,0,1,4020,-2.54
Beachfront,ETIWANDA_1-4,South,-5350,-2000,-2000,850,30,30,27.5,0,2000,0,1,4020,-2.54
Beachfront,ETIWANDA_5,South,-5350,-250,-250,150,44,44,27.5,0,250,0,1,4020,-2.54
Beachfront,MANDALAY_1-2,South,-5350,-250,-250,300,27.5,27.5,27.5,53,250,17,1,4020,-2.54
Beachfront,MANDALAY_3,South,-5350,-250,-250,150,36.5,36.5,27.5,0,250,0,1,4020,-2.54
Beachfront,ORMOND_BEACH_1,South,-5350,-1050,-1050,700,26.5,26.5,27.5,700,1750,217,1,4020,-2.54
Beachfront,ORMOND_BEACH_2,South,-5350,-1050,-1050,700,26.5,26.5,27.5,700,1750,217,1,4020,-2.54
Old_Timers,BIG_CREEK,South,30750,24750,23750,1000,0,0,28.5,1000,3750,0,1,4020,-2.54
Old_Timers,HIGHGROVE,South,30750,0,0,150,34.5,34.5,28.5,0,0,0,1,4020,-2.54
Old_Timers,MOHAVE_1,South,30750,3000,2250,750,19.5,19.5,28.5,750,3750,352,1,4020,-2.54
Old_Timers,MOHAVE_2,South,30750,3000,2250,750,19.5,19.5,28.5,750,3750,352,1,4020,-2.54
Old_Timers,SAN_BERNADINO,South,30750,0,0,100,37.5,37.5,28.5,0,0,0,1,4020,-2.54
Fossil_Light,DIABLO_CANYON_1,North,30150,12000,11000,1000,11.5,11.5,28.5,1000,5000,0,1,4020,-2.54
Fossil_Light,HELMS,North,30150,18650,17850,800,0.5,0.5,28.5,800,3750,0,1,4020,-2.54
Fossil_Light,HUMBOLDT,North,30150,0,0,150,33,33,28.5,0,0,0,1,4020,-2.54
Fossil_Light,HUNTERS_POINT_1-2,North,30150,-250,-250,150,34.5,34.5,28.5,0,250,0,1,4020,-2.54
Fossil_Light,HUNTERS_POINT_4,North,30150,-250,-250,250,53,53,28.5,0,250,0,1,4020,-2.54
Big_Coal,ALAMITOS_7,South,13050,0,0,250,51.5,51.5,28.5,0,0,0,1,4020,-2.54
Big_Coal,FOUR_CORNERS,South,13050,16050,14150,1900,19,19,28.5,1900,2000,1045,1,4020,-2.54
Big_Coal,HUNTINGTON_BEACH_1-2,South,13050,-500,-500,300,28.5,28.5,28.5,262,500,84,1,4020,-2.54
Big_Coal,HUNTINGTON_BEACH_5,South,13050,-500,-500,150,46.5,46.5,28.5,0,500,0,1,4020,-2.54
Big_Coal,REDONDO_5-6,South,13050,-750,-750,350,29.5,29.5,28.5,0,750,0,1,4020,-2.54
Big_Coal,REDONDO_7-8,South,13050,-1250,-1250,950,29.5,29.5,28.5,0,1250,0,1,4020,-2.54
Bay_Views,MORRO_BAY_1-2,North,5247.5,2.5,-332.5,335,27,27,28.5,335,500,104,1,4020,-2.54
Bay_Views,MORRO_BAY_3-4,North,5247.5,995,330,665,25.5,25.5,28.5,665,1000,193,1,4020,-2.54
Bay_Views,MOSS_LANDING_6,North,5247.5,2125,1375,750,23,23,28.5,750,2000,188,1,4020,-2.54
Bay_Views,MOSS_LANDING_7,North,5247.5,2125,1375,750,23,23,28.5,750,2000,188,1,4020,-2.54
Bay_Views,OAKLAND,North,5247.5,0,0,150,42.5,42.5,28.5,0,0,0,1,4020,-2.54
East_Bay,CONTRA_COSTA_4-5,North,-1350,-250,-250,150,40.5,40.5,28.5,0,250,0,1,4020,-2.54
East_Bay,CONTRA_COSTA_6-7,North,-1350,-800,-1500,700,27.5,27.5,28.5,700,1500,224,1,4020,-2.54
East_Bay,PITTSBURGH_1-4,North,-1350,-625,-625,650,28.5,28.5,28.5,568,625,187,1,4020,-2.54
East_Bay,PITTSBURGH_5-6,North,-1350,1325,675,650,25.5,25.5,28.5,650,625,188,1,4020,-2.54
East_Bay,PITTSBURGH_7,North,-1350,-1000,-1000,700,41.5,41.5,28.5,0,1000,0,1,4020,-2.54
East_Bay,POTRERO_HILL,North,-1350,0,0,150,48.5,48.5,28.5,0,0,0,1,4020,-2.54
Big_Gas,EL_SEGUNDO_1-2,South,-2000,-250,-250,400,31.5,31.5,28.5,0,250,0,1,4020,-2.54
Big_Gas,EL_SEGUNDO_3-4,South,-2000,-250,-250,650,29,29,28.5,0,250,0,1,4020,-2.54
Big_Gas,ENCINA,South,-2000,-500,-500,950,29,29,28.5,0,500,0,1,4020,-2.54
Big_Gas,KEARNY,South,-2000,0,0,200,62.5,62.5,28.5,0,0,0,1,4020,-2.54
Big_Gas,LONG_BEACH,South,-2000,-500,-500,550,36.5,36.5,28.5,0,500,0,1,4020,-2.54
Big_Gas,NORTH_ISLAND,South,-2000,0,0,150,45.5,45.5,28.5,0,0,0,1,4020,-2.54
Big_Gas,SOUTH_BAY,South,-2000,-500,-500,700,30.5,30.5,28.5,0,500,0,1,4020,-2.54
Beachfront,COOLWATER,South,-6750,-500,-500,650,29.5,200,28.5,0,500,0,1,4020,-2.54
Beachfront,ELLWOOD,South,-6750,0,0,300,52.5,200,28.5,0,0,0,1,4020,-2.54
Beachfront,ETIWANDA_1-4,South,-6750,-2000,-2000,850,30,200,28.5,0,2000,0,1,4020,-2.54
Beachfront,ETIWANDA_5,South,-6750,-250,-250,150,44,200,28.5,0,250,0,1,4020,-2.54
Beachfront,MANDALAY_1-2,South,-6750,-250,-250,300,27.5,200,28.5,0,250,0,1,4020,-2.54
Beachfront,MANDALAY_3,South,-6750,-250,-250,150,36.5,200,28.5,0,250,0,1,4020,-2.54
Beachfront,ORMOND_BEACH_1,South,-6750,-1750,-1050,700,26.5,200,28.5,0,1750,0,1,4020,-2.54
Beachfront,ORMOND_BEACH_2,South,-6750,-1750,-1050,700,26.5,200,28.5,0,1750,0,1,4020,-2.54
Old_Timers,BIG_CREEK,South,33250,25750,23750,1000,0,6.42,29.5,1000,3750,0,1,4020,-2.54
Old_Timers,HIGHGROVE,South,33250,0,0,150,34.5,95.46,29.5,0,0,0,1,4020,-2.54
Old_Timers,MOHAVE_1,South,33250,3750,2250,750,19.5,22.06,29.5,750,3750,352,1,4020,-2.54
Old_Timers,MOHAVE_2,South,33250,3750,2250,750,19.5,19.5,29.5,750,3750,352,1,4020,-2.54
Old_Timers,SAN_BERNADINO,South,33250,0,0,100,37.5,37.5,29.5,0,0,0,1,4020,-2.54
Big_Coal,ALAMITOS_7,South,15250,0,0,250,51.5,51.5,29.5,0,0,0,1,4020,-2.54
Big_Coal,FOUR_CORNERS,South,15250,17950,14150,1900,19,19,29.5,1900,2000,1045,1,4020,-2.54
Big_Coal,HUNTINGTON_BEACH_1-2,South,15250,-200,-500,300,28.5,28.5,29.5,300,500,96,1,4020,-2.54
Big_Coal,HUNTINGTON_BEACH_5,South,15250,-500,-500,150,46.5,46.5,29.5,0,500,0,1,4020,-2.54
Big_Coal,REDONDO_5-6,South,15250,-750,-750,350,29.5,29.5,29.5,103,750,34,1,4020,-2.54
Big_Coal,REDONDO_7-8,South,15250,-1250,-1250,950,29.5,29.5,29.5,279,1250,92,1,4020,-2.54
East_Bay,CONTRA_COSTA_4-5,North,650,-250,-250,150,40.5,40.5,29.5,0,250,0,1,4020,-2.54
East_Bay,CONTRA_COSTA_6-7,North,650,-100,-1500,700,27.5,27.5,29.5,700,1500,224,1,4020,-2.54
East_Bay,PITTSBURGH_1-4,North,650,25,-625,650,28.5,28.5,29.5,650,625,214,1,4020,-2.54
East_Bay,PITTSBURGH_5-6,North,650,1975,675,650,25.5,25.5,29.5,650,625,188,1,4020,-2.54
East_Bay,PITTSBURGH_7,North,650,-1000,-1000,700,41.5,41.5,29.5,0,1000,0,1,4020,-2.54
East_Bay,POTRERO_HILL,North,650,0,0,150,48.5,48.5,29.5,0,0,0,1,4020,-2.54
Big_Gas,EL_SEGUNDO_1-2,South,-1200,-250,-250,400,31.5,31.5,29.5,0,250,0,1,4020,-2.54
Big_Gas,EL_SEGUNDO_3-4,South,-1200,75,-250,650,29,29,29.5,650,250,208,1,4020,-2.54
Big_Gas,ENCINA,South,-1200,-25,-500,950,29,29,29.5,950,500,323,1,4020,-2.54
Big_Gas,KEARNY,South,-1200,0,0,200,62.5,62.5,29.5,0,0,0,1,4020,-2.54
Big_Gas,LONG_BEACH,South,-1200,-500,-500,550,36.5,36.5,29.5,0,500,0,1,4020,-2.54
Big_Gas,NORTH_ISLAND,South,-1200,0,0,150,45.5,45.5,29.5,0,0,0,1,4020,-2.54
Big_Gas,SOUTH_BAY,South,-1200,-500,-500,700,30.5,30.5,29.5,0,500,0,1,4020,-2.54
Beachfront,COOLWATER,South,-1950,-500,-500,650,29.5,29.5,29.5,191,500,65,1,4020,-2.54
Beachfront,ELLWOOD,South,-1950,0,0,300,52.5,52.5,29.5,0,0,0,1,4020,-2.54
Beachfront,ETIWANDA_1-4,South,-1950,-2000,-2000,850,30,30,29.5,0,2000,0,1,4020,-2.54
Beachfront,ETIWANDA_5,South,-1950,-250,-250,150,44,44,29.5,0,250,0,1,4020,-2.54
Beachfront,MANDALAY_1-2,South,-1950,350,-250,300,27.5,27.5,29.5,300,250,93,1,4020,-2.54
Beachfront,MANDALAY_3,South,-1950,-250,-250,150,36.5,36.5,29.5,0,250,0,1,4020,-2.54
Beachfront,ORMOND_BEACH_1,South,-1950,350,-1050,700,26.5,26.5,29.5,700,1750,217,1,4020,-2.54
Beachfront,ORMOND_BEACH_2,South,-1950,350,-1050,700,26.5,26.5,29.5,700,1750,217,1,4020,-2.54
Bay_Views,MORRO_BAY_1-2,North,-4662.5,337.5,-332.5,335,27,27,29.5,335,500,104,1,4020,-2.54
Bay_Views,MORRO_BAY_3-4,North,-4662.5,-1000,330,665,25.5,299.41,29.5,0,1000,0,1,4020,-2.54
Bay_Views,MOSS_LANDING_6,North,-4662.5,-2000,1375,750,23,214.26,29.5,0,2000,0,1,4020,-2.54
Bay_Views,MOSS_LANDING_7,North,-4662.5,-2000,1375,750,23,213.32,29.5,0,2000,0,1,4020,-2.54
Bay_Views,OAKLAND,North,-4662.5,0,0,150,42.5,354.26,29.5,0,0,0,1,4020,-2.54
Fossil_Light,DIABLO_CANYON_1,North,-9250,-5000,11000,1000,11.5,500,29.5,0,5000,0,1,4020,-2.54
Fossil_Light,HELMS,North,-9250,-3750,17850,800,0.5,500,29.5,0,3750,0,1,4020,-2.54
Fossil_Light,HUMBOLDT,North,-9250,0,0,150,33,500,29.5,0,0,0,1,4020,-2.54
Fossil_Light,HUNTERS_POINT_1-2,North,-9250,-250,-250,150,34.5,500,29.5,0,250,0,1,4020,-2.54
Fossil_Light,HUNTERS_POINT_4,North,-9250,-250,-250,250,53,500,29.5,0,250,0,1,4020,-2.54
Fossil_Light,DIABLO_CANYON_1,North,28350,11000,11000,1000,11.5,11.5,27.5,1000,5000,0,1,4020,-2.54
Fossil_Light,HELMS,North,28350,17850,17850,800,0.5,0.5,27.5,800,3750,0,1,4020,-2.54
Fossil_Light,HUMBOLDT,North,28350,0,0,150,33,33,27.5,0,0,0,1,4020,-2.54
Fossil_Light,HUNTERS_POINT_1-2,North,28350,-250,-250,150,34.5,34.5,27.5,0,250,0,1,4020,-2.54
Fossil_Light,HUNTERS_POINT_4,North,28350,-250,-250,250,53,53,27.5,0,250,0,1,4020,-2.54
Old_Timers,BIG_CREEK,South,28250,23750,23750,1000,0,0,27.5,1000,3750,0,1,4020,-2.54
Old_Timers,HIGHGROVE,South,28250,0,0,150,34.5,34.5,27.5,0,0,0,1,4020,-2.54
Old_Timers,MOHAVE_1,South,28250,2250,2250,750,19.5,19.5,27.5,750,3750,352,1,4020,-2.54
Old_Timers,MOHAVE_2,South,28250,2250,2250,750,19.5,19.5,27.5,750,3750,352,1,4020,-2.54
Old_Timers,SAN_BERNADINO,South,28250,0,0,100,37.5,37.5,27.5,0,0,0,1,4020,-2.54
Big_Coal,ALAMITOS_7,South,11150,0,0,250,51.5,51.5,27.5,0,0,0,1,4020,-2.54
Big_Coal,FOUR_CORNERS,South,11150,14150,14150,1900,19,19,27.5,1900,2000,1045,1,4020,-2.54
Big_Coal,HUNTINGTON_BEACH_1-2,South,11150,-500,-500,300,28.5,28.5,27.5,0,500,0,1,4020,-2.54
Big_Coal,HUNTINGTON_BEACH_5,South,11150,-500,-500,150,46.5,46.5,27.5,0,500,0,1,4020,-2.54
Big_Coal,REDONDO_5-6,South,11150,-750,-750,350,29.5,29.5,27.5,0,750,0,1,4020,-2.54
Big_Coal,REDONDO_7-8,South,11150,-1250,-1250,950,29.5,29.5,27.5,0,1250,0,1,4020,-2.54
Bay_Views,MORRO_BAY_1-2,North,2580,-500,-332.5,335,27,28,27.5,0,500,0,1,4020,-2.54
